#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
057.65047846728 +23.49319018690 11.798969   66434695872991488
057.67524936997 +23.56203509079 13.683620   66435589226177152
057.61015337099 +23.57238147452 11.229260   66436207701471616
057.85167275236 +23.53643753597 13.855570   66437135414394880
057.80474125227 +23.51497975912 12.229933   66437169774137600
057.81385152696 +23.62174037891 10.530537   66439025196723328
057.91038520780 +23.60091376546 13.657756   66439403157113472
057.95646248749 +23.62434995460 13.605772   66439712394749440
057.88187185421 +23.63746899062 13.191844   66440296511071488
057.91115986316 +23.64283171697 13.481224   66440365229779712
057.86117446726 +23.65385055711 13.738223   66440571388213632
057.76068780375 +23.58797951518 13.851708   66441430381690368
057.72427472810 +23.62374917110 12.972644   66441773979072256
057.79826309813 +23.64951652322 12.985171   66442048856969600
057.84720847752 +23.69655240100 13.051155   66443732484136320
057.82754495959 +23.68386597917 12.915846   66443801203617664
057.78858061856 +23.71268312971 13.868236   66444694556813440
057.85340118076 +23.78466538251 12.785050   66445381751563264
057.47200081860 +23.53059876535  9.519897   66446103306137472
057.58650337191 +23.58665990354 13.697890   66448027451470080
057.41878464210 +23.68150662621 12.946552   66451910101721984
057.39569902440 +23.69734761290 13.633213   66452150619889920
057.45992411581 +23.70538852970 11.352990   66452769091505024
057.43146835789 +23.71164959376  6.159169   66453490649681280
057.44389284275 +23.74466731736 11.210782   66453834247058688
057.71165860911 +23.72626826588 12.859525   66455242996498176
057.71221873429 +23.74899582970 13.391768   66455483514662144
057.57747094130 +23.72807868083 13.989585   66455930191275520
057.63464942834 +23.76544807321 13.546874   66456445587341568
057.73592568006 +23.73724466444 13.225824   66456686105504640
057.72644133558 +23.83462856206 11.408034   66458610251617536
057.58035851572 +23.81318192808 13.969845   66459774182544512
057.58373873404 +23.80857999490 13.353166   66459778481960192
057.55157434755 +23.82057995653 13.113983   66460225158375168
057.68053492070 +23.85673900436 13.193052   66461324670168960
057.65931322477 +23.87614736531 12.531201   66461595248671744
057.70128129397 +23.85568638826 12.737443   66461633907812480
057.61824429798 +23.89137818555 13.377935   66462389821876096
057.58330178556 +23.88177904973 12.520656   66462522961607168
057.66705812773 +23.93284478322 10.161764   66462939577861248
057.65689097339 +23.96155893913 13.193522   66463248815322112
057.64661874509 +23.95968605840 13.918178   66463248815323008
058.02067926780 +23.80256042879 13.932398   66466925307500032
058.10963649378 +23.86125424162 10.207861   66467578142503936
057.94755190329 +23.75249588084 12.822015   66467814361327488
057.90958848132 +23.75968551124 13.664571   66467990459408640
057.98496659683 +23.82321651665 13.155724   66468471495726336
057.86935011392 +23.83421757872 12.629583   66469296129457536
057.86875385255 +23.83441361147 12.829547   66469296129457664
058.05018611475 +23.87866293232 13.739864   66470533080006656
057.98806263859 +23.88526713068 13.868494   66471117196365056
057.98702676676 +23.90175276491  9.926686   66471220274934272
057.93808003121 +23.88339672089 13.187304   66471254634524928
058.18758064331 +23.86151233154 13.825144   66472491585082880
058.21333509686 +23.92183805182 12.908985   66473900334338688
058.30551209284 +23.92885737299 12.567125   66474450090138496
058.25903518659 +23.92430601607 13.950257   66474587529100032
058.12268151635 +23.92992209551 12.409316   66476649113417728
058.06049591004 +23.93665175192 13.608634   66476820912115328
058.08134003897 +23.97708386431 13.711863   66477817344517504
058.02297633709 +23.95632657408 13.941990   66477851704266496
058.21706061518 +24.03820097666 13.981690   66479294813232256
058.21238328179 +24.09301026080 13.194950   66480497404062336
058.20553144096 +24.09350393684 11.640746   66480566123540096
057.82037107285 +23.82639961110 12.090216   66480944080770176
057.86366948868 +23.85960168282 13.547104   66481493836574080
057.85568054293 +23.88917177889 13.465058   66481734354737792
057.87484201908 +23.89903557128 13.028160   66481837433947392
057.88465444701 +23.91210571974 11.982365   66481871793680896
057.76372086866 +23.90343718252  9.791235   66482352830035840
057.78200493879 +23.89819397269 13.029645   66482387189773440
057.85485044847 +23.90926472328 13.988589   66482662067668352
057.86665417714 +23.92598073220 11.327454   66482696427400320
057.83038072084 +23.93143142020 13.911773   66482936945572736
057.88161703251 +23.92395012505 13.354215   66483417981904256
057.95119372599 +23.98719883973 13.142235   66484105176651776
057.85559212363 +23.95839676231 11.896399   66484448774051200
057.76234070899 +23.95809820792 11.720367   66486098041505536
057.71855293609 +23.96126902010  6.930358   66486510358371072
057.88416946789 +24.03438598296 11.769017   66488056546560640
057.90251672200 +24.04768288408 13.736176   66488193985509888
057.85177827356 +24.08717236340 12.779283   66489259137570816
058.03508214121 +24.00815582558 13.446133   66489843252944128
058.06675161733 +24.05098250454 13.307690   66490427368481152
057.99708867661 +24.08678568016 13.438768   66491629960162176
058.10367291553 +24.15108377820 12.234486   66493554104642432
057.88785635427 +24.13254766713 13.219020   66495375170810368
058.00632333545 +24.15672651360 12.526627   66496371603200000
057.98336768506 +24.16492693472 12.283999   66496543401892864
058.03476201026 +24.23010879790 10.505872   66497196236905216
057.98001262500 +24.21369799980 12.520806   66497574194032768
057.94738890665 +24.22569088828 13.836800   66497745992726144
057.96913263802 +24.23574809911 12.809413   66497814712198400
057.36985759480 +23.71197964152 11.176867   66499154741977216
057.38809269499 +23.79519571324 10.746968   66501181966524800
057.44143290829 +23.78116235839 11.337158   66501216326448384
057.35473797829 +23.79501385320 10.925401   66501869161295232
057.35710165298 +23.80849832696 11.316088   66501972240508032
057.35031052451 +23.83904217177 11.114523   66502281478384000
057.22630219386 +23.76825837681 12.558278   66503071752154240
057.22840421296 +23.79185537070 13.863320   66503312270318976
057.22290195764 +23.79784532638 13.925431   66503380989795328
057.27555029668 +23.78103738009 10.430534   66503449709270400
057.17233473627 +23.78132626279 12.892066   66503965105353472
057.16449681150 +23.77840064335 11.506063   66504033824830336
057.14800318675 +23.81913615535 10.664621   66504343062472704
057.17569685381 +23.83391487492 13.798422   66504480501421824
057.22689165615 +23.83366176257 12.214186   66504544921636736
057.23749155579 +23.85687454073  6.385194   66504755379545728
057.29120744533 +23.86810014508 11.936784   66505545653294464
057.37112550597 +23.88490745747 11.395359   66505751811717888
057.30087509594 +23.88658760156  8.101668   66506331628024832
057.24758956560 +23.88628542378 11.331128   66506473366231168
057.25888876637 +23.89326111395 13.527286   66506576445678976
057.26017467335 +23.91058797841 13.998604   66506679524658048
057.32673431253 +23.92683578656 13.935798   66506851323343360
057.49198801240 +23.84848726391  6.806421   66507469798631808
057.49118369053 +23.84794749450 10.005213   66507469798631936
057.48946816008 +23.84688194167 10.234675   66507469798632320
057.48437356395 +23.84828424258 13.961503   66507469798980608
057.56034285151 +23.88461982567 13.177021   66507985194696320
057.55761117222 +23.88545040947 13.249689   66507985194696448
057.50084681715 +23.91565062028 13.371287   66509050346585984
057.48778224525 +23.95309126316  9.775113   66509355284993280
057.48765348185 +23.95058730479 12.847017   66509359584226816
057.58308727851 +23.90626230686 13.652673   66509497023179392
057.58294448169 +23.95133703266 11.360440   66509909340032512
057.58811503510 +23.95476907200 13.205950   66510287297153664
057.41223033906 +23.95639013734 13.136552   66512486320424192
057.39007448155 +24.03094911178 12.883781   66513791990471936
057.47271043385 +24.02937340871 12.376652   66514341746560256
057.53013426102 +24.01923713979 12.078294   66514410465753344
057.41910211293 +24.03751272904 10.437454   66515235099479936
057.15217950450 +23.86362256936 13.899684   66516300251417088
057.18356220172 +23.88837986990 12.796273   66516815647484800
057.07512164513 +23.89127367846 13.975899   66517468482370176
057.07140351417 +23.89015053852 10.245731   66517468482370304
057.13756134472 +23.90983498973 11.997521   66517743360422528
057.12412693238 +23.91521342231 13.376284   66517812079899776
057.12678192592 +23.95146238780 13.877958   66518224396609920
057.25305089210 +23.95880112029 12.939334   66518907292258688
057.27944427049 +23.96724433843 13.146208   66519014670722304
057.20560458244 +23.97709135964 12.296179   66519530066802944
057.23378542671 +24.02388656062 10.921057   66520148542083712
056.99147352922 +23.99012025418 13.283099   66522038327571072
057.05240731162 +23.99914112529 11.144685   66522141406783616
057.10911587690 +24.04818241728  9.903484   66523893753437824
057.07983193664 +24.06155180763 11.641417   66524168631480064
057.14136774475 +24.07953836870 12.849799   66524340430035200
057.11832821670 +24.09208910098 12.995753   66524615307942016
057.28128212808 +24.01109547103 12.378195   66525195124374144
057.33349262023 +24.02581501824 12.482805   66525474301522560
057.29068893294 +24.05321183000  3.615795   66526127137440128
057.26280286564 +24.06024090011 13.068794   66526367654720768
057.29970535268 +24.06407745945 13.356830   66526505093670016
057.39633336897 +24.08048663179 12.982176   66527157928689792
057.44923792045 +24.13268447234 13.305378   66527810763706368
057.29683077455 +24.13649842048  5.203287   66529975427235712
057.22901544551 +24.14136465623 11.394886   66530147225816960
057.19228100763 +24.14904428485 13.541298   66530593902415872
057.29901140609 +24.23547282055 11.823252   66533170882791040
057.32991184977 +24.25332435293 11.678939   66533273962097536
057.33638275609 +24.26539520080 13.444815   66533342681571584
057.62170273914 +24.03500394541 13.138886   66534785790596224
057.76945851732 +24.11140535560 12.315372   66536469417750144
057.72961087520 +24.19724656530 11.425587   66537981246228096
057.55925174080 +24.08115939711 13.832644   66538153044954112
057.52114270787 +24.12375084194 13.446994   66539252556578816
057.53404286796 +24.12326112346 10.860368   66539252556895360
057.54061569328 +24.14611920953 13.275590   66539389995526528
057.59944801254 +24.18089165528 13.442175   66539871031852160
057.59962992568 +24.16589081063 13.829391   66539871031854336
057.63591636121 +24.18041667542 12.840407   66540626946092928
057.66124585944 +24.19588674494 11.937642   66540695665565056
057.60902056349 +24.20273785575 13.714605   66541451579812992
057.59260354211 +24.22071624652 12.845298   66541726458036480
057.63970993284 +24.25521035557 13.087559   66542207494045184
057.65312000960 +24.27140277215 13.284980   66542310573255296
057.76535996337 +24.20307890484 13.211669   66543822402669568
057.75943429739 +24.22247283231 13.398788   66543925480957440
057.79095935012 +24.23022114571 13.769251   66543955541502464
057.82889316793 +24.22105075417 13.947223   66544097279644032
057.98300505917 +24.27861406948 11.247781   66545231151140736
057.99604568237 +24.29779283840 13.463437   66545368590091904
057.97927549016 +24.31421820196 13.309099   66545643467998720
057.84916713047 +24.29366426889 13.349444   66546090145389568
057.86816815249 +24.31149142395 13.507275   66546227583406720
057.73681193310 +24.25247120995 13.321126   66547155296361600
057.76036351655 +24.34358453693 13.132813   66548735844311680
057.78154040795 +24.35830708308 12.226150   66550213313056896
057.83434713201 +24.38223922400  9.968533   66550694350317056
057.82618719063 +24.40008163832 13.894043   66550763068859776
057.50447504697 +24.18940663693 13.370003   66551484623427968
057.52542163771 +24.21512041543 11.241837   66552000019496960
057.54238757431 +24.22931135505 11.088620   66552034379231488
057.41338942438 +24.22744697348 11.698672   66552717274786816
057.44130507163 +24.24581334121  9.011148   66552859012958208
057.47790921014 +24.21829453963  9.145020   66552893372698368
057.48687105806 +24.24787289852 13.814596   66552996452220800
057.58754397500 +24.30739280997 13.869837   66554370841422336
057.54930457305 +24.29600394888 12.945273   66554714438812928
057.53131997512 +24.29830909808 13.766100   66554744499344512
057.51765054559 +24.33076167764 13.268481   66555058036192768
057.40075779241 +24.25930304984 13.116741   66555848311111808
057.35836849832 +24.24749646236  7.955738   66555985749157760
057.37496658869 +24.27040708814 13.472186   66556020109186944
057.46681263212 +24.30302595340 12.980923   66556363706260224
057.40235505705 +24.29585956567 11.475932   66556535504958848
057.43105393746 +24.31770803760 12.837364   66556672943906432
057.36710058784 +24.30996989281 12.434382   66556982181558016
057.48590927642 +24.34879407015  7.546007   66558249192653952
057.47701027385 +24.34144536583 12.472302   66558249192655104
057.50120671510 +24.35948835991 12.190266   66558665808717440
057.43938243602 +24.34846741816 11.868876   66558940686632960
057.64259648428 +24.34680687912 10.453324   66560418155365248
057.61589468451 +24.34790922963 11.291870   66561139709872896
057.74111605304 +24.44896947203 12.989800   66562754617914112
057.70421100782 +24.42972907233 10.431061   66563338733108992
057.69954898041 +24.44115681570 12.986468   66563441812322304
057.74717834440 +24.51805893251 13.946907   66564300805768320
057.58653419048 +24.47493616340 12.422201   66565365957675008
057.58720760547 +24.46654508807 10.915199   66565365957676416
057.61701415440 +24.49538542226  7.409323   66565503396622848
057.55234735010 +24.46964266851 13.113080   66565778274539520
057.64417563888 +24.50757202134 12.286877   66566946505629440
057.63130694460 +24.50928640530 10.912104   66567015226036864
057.65849646107 +24.54360221297 13.548297   66567530621177088
057.70223286504 +24.56339519001 11.942746   66567629401302912
057.61845544897 +24.51786689258 10.837137   66567771135241088
057.63140453397 +24.52919286157 12.965898   66567874218563712
057.63678819215 +24.56054337643 12.588000   66568355254897280
057.67678202744 +24.58692837160 13.022004   66568522754499968
057.66402326950 +24.60364522715 13.994784   66568733212016256
058.34887161451 +24.06483661401 11.173697   66570554277316992
058.36989371438 +24.11754725167 11.308340   66570932234426112
058.50419664382 +24.13994944175 13.692651   66571791227857024
058.39098609634 +24.10519867364 13.928100   66572203544745984
058.37404604807 +24.12654609413 13.071884   66572478422650496
058.46303817921 +24.15636287329 12.645813   66572718940795136
058.25300020509 +24.11319557913 12.249949   66573715373247616
058.27288311507 +24.11433861108 13.810694   66573749732983936
058.21454461492 +24.14180433227 12.902949   66574711805659136
058.23745625940 +24.15516844558 12.220595   66574780525131392
058.43267377152 +24.22447039495 12.703728   66576223634093184
058.32836169538 +24.20010684512 13.669516   66576567231502080
058.32884563036 +24.22253737346 13.681426   66576739030679424
058.56787114910 +24.19383853139 13.437785   66578250858748416
058.55646223559 +24.20855124909 13.252770   66578457017072768
